Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,2,2005,4.3,5.5,299.53,300.78,4,-0.18,6,3,0,-3.16,-1.38,2,0,0.81,15-02-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,5,2006,1.35,5.5,301.38,300.78,4,0.1,6,9,0,-1.29,-1.38,6,0,0.81,15-05-2006,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,5,2005,3.5,5.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,6,2006,3.85,5.5,301.86,300.78,3,0.23,6,9,0,-0.53,-1.38,6,0,0.81,15-06-2006,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,6,2005,2.85,5.5,301.86,300.78,4,0.03,6,3,0,-0.71,-1.38,2,0,0.81,15-06-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,6,2005,3.4,5.5,301.86,300.78,4,0.03,6,3,0,-0.71,-1.38,2,0,0.81,15-06-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,10,2004,4.6,5.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,10,2004,4.6,5.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,920.53,Exposed,0.0395,46.93,15,10,2004,4.6,5.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,2,2005,3,5.5,299.53,300.78,4,-0.18,6,3,0,-3.16,-1.38,2,0,0.81,15-02-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,3,2006,3.2,5.5,300.27,300.78,5,0.07,6,9,0,-2.53,-1.38,6,0,0.81,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,3,2006,2.55,5.5,300.27,300.78,5,0.07,6,9,0,-2.53,-1.38,6,0,0.81,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,5,2005,3.2,5.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,5,2005,3.05,5.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,5,2005,2.55,5.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,9,2005,3.7,5.5,301.7,300.78,4,1.66,6,10,11.76,1.63,-1.38,6,7.7,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,10,2004,3.85,5.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,10,2004,3.7,5.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,12,2005,3.7,5.5,299.31,300.78,5,-1.55,6,9,0,-3.7,-1.38,6,0,0.81,15-12-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,2,2005,20.25,5.5,299.65,300.83,4,-0.47,3.57,0,0,-3.53,-1.55,0,0,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,2,2005,20.3,5.5,299.65,300.83,4,-0.47,3.57,0,0,-3.53,-1.55,0,0,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,2,2005,20.6,5.5,299.65,300.83,4,-0.47,3.57,0,0,-3.53,-1.55,0,0,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,3,2005,20,5.5,300.11,300.83,6,-0.61,3.57,0,0,-3.41,-1.55,0,0,0.2,15-03-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,8,2005,19.65,5.5,302.32,300.83,3,0.16,3.57,2,2.17,0.09,-1.55,0,0,0.2,15-08-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,10,2004,19.65,5.5,300.86,300.83,3,-0.07,3.57,1,0,-0.72,-1.55,0,0,0.2,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1400.2,Exposed,0.0447,36.82,15,2,2005,18.35,5.5,262.15,300.81,4,-0.3,4,2,0.27,-3.33,-1.48,0.25,0,0.36,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1400.2,Exposed,0.0447,36.82,15,2,2005,17.25,5.5,262.15,300.81,4,-0.3,4,2,0.27,-3.33,-1.48,0.25,0,0.36,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1400.2,Exposed,0.0447,36.82,15,10,2004,18.3,5.5,262.15,300.81,3,0.56,4,2,1.63,0,-1.48,0.25,0.31,0.36,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,2,2005,9.45,5.5,299.56,300.76,4,-0.11,6.02,3,1.07,-3.16,-1.46,1,0,0.68,15-02-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,2,2006,9.3,5.5,299.68,300.76,5,-0.19,6.02,7,0,-3.21,-1.46,4,0,0.68,15-02-2006,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,3,2006,8.65,5.5,300.25,300.76,5,0,6.02,7,0,-2.63,-1.46,4,0,0.68,15-03-2006,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,5,2005,10.1,5.5,301.31,300.76,4,0.78,6.02,3,0,-0.71,-1.46,1,0,0.68,15-05-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,5,2005,8.05,5.5,301.31,300.76,4,0.78,6.02,3,0,-0.71,-1.46,1,0,0.68,15-05-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6421,19.9321,-87.4342,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,439.76,Exposed,0.0406,36.82,15,11,2004,6.1,5.5,300.2,300.81,5,-0.21,2.78,1,0,-1.56,-1.47,0,0,0.24,15-11-2004,Number of colonies observed: 4 ; Number of bleached colonies: 2,Number of colonies observed: 4 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,3,2006,3.9,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,5,2005,5.15,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,5,2005,5.5,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,5,2006,6.2,5.5,262.15,300.88,5,1.03,3.48,9,0,-0.42,-1.38,3.5,0,0.22,15-05-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,5,2005,5.3,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,5,2006,5.3,5.5,262.15,300.88,5,1.03,3.48,9,0,-0.42,-1.38,3.5,0,0.22,15-05-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,6,2006,6.6,5.5,262.15,300.88,5,0.44,3.48,8.5,0.55,-0.5,-1.38,3.5,0,0.22,15-06-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,7,2005,4.7,5.5,262.15,300.88,5,0.53,3.48,4,3.56,-0.02,-1.38,0,0,0.22,15-07-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,8,2005,4.45,5.5,262.15,300.88,4,1,3.48,5,4.58,0.8,-1.38,0,0,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,8,2005,5.05,5.5,262.15,300.88,4,1,3.48,5,4.58,0.8,-1.38,0,0,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,666.88,Sometimes,0.0286,49.1,15,3,2006,5.5,5.5,262.15,300.88,6,-0.25,3.18,8.67,0,-2.78,-1.37,2.67,0,0.24,15-03-2006,Number of colonies observed: 8 ; Number of bleached colonies: 1,Number of colonies observed: 8 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,666.88,Sometimes,0.0286,49.1,15,5,2005,5.8,5.5,262.15,300.88,4,0.51,3.18,1.33,0.72,-0.91,-1.37,0.33,0,0.24,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 1,Number of colonies observed: 8 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,666.88,Sometimes,0.0286,49.1,15,8,2005,5.35,5.5,262.15,300.88,4,0.91,3.18,5,4.6,0.71,-1.37,0,0,0.24,15-08-2005,Number of colonies observed: 8 ; Number of bleached colonies: 1,Number of colonies observed: 8 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6425,18.6808,-87.7142,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,666.88,Sometimes,0.0286,49.1,15,12,2005,6.4,5.5,262.15,300.88,6,-0.34,3.18,8.67,0.88,-2.4,-1.37,2.67,0.53,0.24,15-12-2005,Number of colonies observed: 8 ; Number of bleached colonies: 1,Number of colonies observed: 8 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,3,2006,4.25,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,3,2006,5.65,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,3,2006,4.75,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,5,2005,4.95,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,5,2005,4.45,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,5,2005,5.5,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,8,2005,6.4,5.5,262.15,300.88,4,1,3.48,5,4.58,0.8,-1.38,0,0,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,8,2005,4.75,5.5,262.15,300.88,4,1,3.48,5,4.58,0.8,-1.38,0,0,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,11,2005,4.65,5.5,262.15,300.88,7,-1.32,3.48,10,6.63,-2.28,-1.38,3.5,5.42,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,233.83,Sometimes,0.0279,49.1,15,11,2005,4.3,5.5,262.15,300.88,7,-1.32,3.48,10,6.63,-2.28,-1.38,3.5,5.42,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,624.85,Sometimes,0.0273,49.1,15,3,2006,5.1,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,624.85,Sometimes,0.0273,49.1,15,3,2006,5.25,5.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,624.85,Sometimes,0.0273,49.1,15,5,2005,5.65,5.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,624.85,Sometimes,0.0273,49.1,15,6,2005,4.75,5.5,262.15,300.88,5,1.24,3.48,2,2.12,0.31,-1.38,0,0,0.22,15-06-2005,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
