Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
6136,5.29,73.11,Indian,Maldive Islands,Sheltered,0.0745,42.15,1,2008,5.5,301.75,5,-0.11,1.39,-1.73,0.32,15-01-2008,5% of recorded RKC on substrate is result of bleaching,5% of recorded RKC on substrate is result of bleaching,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6136,5.29,73.11,Indian,Maldive Islands,Sheltered,0.0745,42.15,2,2008,5.5,301.75,4,0.37,1.39,-0.73,0.32,15-02-2008,5% of recorded RKC on substrate is result of bleaching,5% of recorded RKC on substrate is result of bleaching,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6195,3.448,73.754,Indian,Maldive Islands,Sheltered,0.0499,42.43,5,2003,5.5,301.92,5,0.23,2.8,-0.02,0.41,15-05-2003,Percentage of live coral cover in the area is 10% and Percentage of live coral that is bleached is 11%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungid,Percentage of live coral cover in the area is 10% and Percentage of live coral that is bleached is 11%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungid,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6196,3.203,72.919,Indian,Maldive Islands,Sheltered,0.0763,42.46,5,2003,5.5,301.92,4,0.15,3.04,0.01,0.33,15-05-2003,Percentage of live coral cover in the area is 5-20% and Percentage of live coral that is bleached is 20%. The extent of bleaching is not as severe as that of 1998; at the same time it is noteworthy that this is of significant event since 1998. April/may,Percentage of live coral cover in the area is 5-20% and Percentage of live coral that is bleached is 20%. The extent of bleaching is not as severe as that of 1998; at the same time it is noteworthy that this is of significant event since 1998. April/may,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6296,7.01,171.367,Pacific,Marshall Islands,Exposed,0.0249,51.97,9,2002,5.5,301.53,3,0.58,0,0.53,0.32,15-09-2002,Entire atoll experience bleaching (?) Uppermost intertidal Acropora (blue axial tips; A. seriata?) co-mingled with a rose-colored Pocillopora.  Tip bleaching; marking the shallow thermocline below,Entire atoll experience bleaching (?) Uppermost intertidal Acropora (blue axial tips; A. seriata?) co-mingled with a rose-colored Pocillopora.  Tip bleaching; marking the shallow thermocline below,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6327,-20.2909,57.7957,Indian,Mascarene Islands,Sheltered,0.0437,45.54,2,1998,5.5,298.48,4,0.61,1.33,0.58,0.23,15-02-1998,1-15%,1-15%,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6363,-20.2483,57.795,Indian,Mascarene Islands,Sheltered,0.0316,45.75,4,1998,5.5,298.49,9,0.24,4.5,-0.61,0.24,15-04-1998,Minor bleaching; The few dead coral colonies had begun to be colonised by filamentous algae.,Minor bleaching; The few dead coral colonies had begun to be colonised by filamentous algae.,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,6,2005,5.5,300.83,4,0.15,1.02,-0.82,0.2,15-06-2005,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,6,2006,5.5,300.83,3,0.27,2.19,-0.72,0.2,15-06-2006,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,11,2004,5.5,300.83,5,0.12,0,-1.34,0.2,15-11-2004,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2006,5.5,300.81,4,0.6,0,-1.03,0.36,15-05-2006,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2006,5.5,300.81,4,0.6,0,-1.03,0.36,15-05-2006,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2006,5.5,300.81,4,0.6,0,-1.03,0.36,15-05-2006,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,6,2005,5.5,300.81,4,0.24,2.2,-0.64,0.36,15-06-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,10,2004,5.5,300.81,3,0.56,1.63,0,0.36,15-10-2004,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,2,2006,5.5,300.88,6,-0.34,0,-3.23,0.22,15-02-2006,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4,0.42,1.08,-1,0.22,15-05-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,6,2005,5.5,300.88,5,1.24,2.12,0.31,0.22,15-06-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4,1,4.58,0.8,0.22,15-08-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4,1,4.58,0.8,0.22,15-08-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,12,2005,5.5,300.88,6,-0.38,1.32,-2.46,0.22,15-12-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,2,2005,5.5,300.81,4,-0.52,0,-3.49,0.24,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,2,2005,5.5,300.81,4,-0.52,0,-3.49,0.24,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2005,5.5,300.81,6,-0.44,0,-3.31,0.24,15-03-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,5,2005,5.5,300.81,4,1.12,1,-0.51,0.24,15-05-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,5,2005,5.5,300.81,4,1.12,1,-0.51,0.24,15-05-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,5.5,300.81,4,1.57,7.61,1.41,0.24,15-09-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,10,2004,5.5,300.81,3,0.9,1.01,0.23,0.24,15-10-2004,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6393,20.1004,-87.4638,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,5.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6393,20.1004,-87.4638,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,5.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6393,20.1004,-87.4638,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,5.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6393,20.1004,-87.4638,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,5.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6393,20.1004,-87.4638,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,11,2004,5.5,300.78,5,-0.63,0,-2,0.83,15-11-2004,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Exposed,0.0495,48.48,2,2005,5.5,300.85,5,-0.69,0,-3.83,0.31,15-02-2005,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Exposed,0.0495,48.48,2,2005,5.5,300.85,5,-0.69,0,-3.83,0.31,15-02-2005,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Exposed,0.0495,48.48,2,2005,5.5,300.85,5,-0.69,0,-3.83,0.31,15-02-2005,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Exposed,0.0495,48.48,6,2005,5.5,300.85,4,0.89,0,0.03,0.31,15-06-2005,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,5.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2005,5.5,300.81,4,1.01,0.86,-0.59,0.36,15-05-2005,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,11,2004,5.5,300.81,5,0.05,0.77,-1.27,0.36,15-11-2004,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,11,2004,5.5,300.81,5,0.05,0.77,-1.27,0.36,15-11-2004,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,2,2006,5.5,300.88,6,-0.47,0,-3.36,0.23,15-02-2006,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,2,2006,5.5,300.88,6,-0.47,0,-3.36,0.23,15-02-2006,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4,0.36,1.05,-1.06,0.23,15-05-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4,0.36,1.05,-1.06,0.23,15-05-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4,0.36,1.05,-1.06,0.23,15-05-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,5,2005,5.5,300.88,4,0.36,1.05,-1.06,0.23,15-05-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4,0.99,5.58,0.8,0.23,15-08-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,5.5,300.88,4,0.99,5.58,0.8,0.23,15-08-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,11,2005,5.5,300.88,7,-0.81,8.95,-1.77,0.23,15-11-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,12,2005,5.5,300.88,6,-0.34,2.65,-2.41,0.23,15-12-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,5.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,6,2006,5.5,300.78,3,0.05,0,-0.71,0.83,15-06-2006,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,6,2006,5.5,300.78,3,0.05,0,-0.71,0.83,15-06-2006,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,8,2005,5.5,300.78,3,1.3,4.27,1.3,0.83,15-08-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,9,2005,5.5,300.78,4,2.1,9.09,1.94,0.83,15-09-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,12,2005,5.5,300.78,5,-0.23,0,-2.4,0.83,15-12-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,2,2005,5.5,300.81,4,-0.52,0,-3.49,0.24,15-02-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,5.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,6,2005,5.5,300.81,4,0.36,3.18,-0.41,0.24,15-06-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,5.5,300.81,4,1.57,7.61,1.41,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,5.5,300.81,4,1.57,7.61,1.41,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,2,2005,5.5,300.78,4,-0.18,0,-3.16,0.81,15-02-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4,0.42,1.08,-1,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4,0.42,1.08,-1,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,5.5,300.88,4,0.42,1.08,-1,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,7,2005,5.5,300.88,5,0.53,3.56,-0.02,0.22,15-07-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
